UploadCaptureResult	Success NeedPermission CaptureModerated CaptureNotInGallery IneligibleCapture UploadQuotaReached UploadPending UploadFailed	
UsageContext	Default Preview	
UserCFrame	Head LeftHand RightHand Floor	Determines what body part is being tracked by a VR device, and what its CFrame actually is.
UserInputState	Begin Change End Cancel None	This enum describes the state of an input that is currently or was recently performed.
UserInputType	MouseButton1 MouseButton2 MouseButton3 MouseWheel MouseMovement Touch Keyboard Focus Accelerometer Gyro Gamepad1 Gamepad2 Gamepad3 Gamepad4 Gamepad5 Gamepad6 Gamepad7 Gamepad8 TextInput InputMethod None	Describes the type of a user input event.
VelocityConstraintMode	Line Plane Vector	The velocity constraint mode property controls how the linear velocity of the attachment(s) is constrained.
VerticalAlignment	Center Top Bottom	Used by `Class.UIGridStyleLayout.VerticalAlignment` to align the layout vertically within its parent.
VerticalScrollBarPosition	Right Left	This enum is used for `Class.ScrollingFrame.VerticalScrollBarPosition` to indicate vertical scroll bar positioning.
VibrationMotor	Large Small LeftTrigger RightTrigger LeftHand RightHand	Describes various types of haptic motor sizes and locations.
VideoCaptureResult	Success OtherError ScreenSizeChanged TimeLimitReached	
VideoCaptureStartedResult	Success OtherError CapturingAlready NoDeviceSupport NoSpaceOnDevice	
VideoDeviceCaptureQuality	Default Low Medium High	
VideoError	Ok Eof EAgain BadParameter AllocFailed CodecInitFailed CodecCloseFailed DecodeFailed ParsingFailed Unsupported Generic DownloadFailed StreamNotFound EncodeFailed CreateFailed NoPermission NoService ReleaseFailed Unknown	
VideoSampleSize	Small Medium Large Full	The size of textures produced by `Class.VideoSampler`.
ViewMode	None GeometryComplexity Transparent Decal	
VirtualCursorMode	Default Disabled Enabled	Enables Virtual Cursor mode within an experience.
VirtualInputMode	None Recording Playing	
VoiceChatDistanceAttenuationType	Inverse Legacy	Enum used for preset distance attenuation curve options in the default voice chat setup.
VoiceChatState	Idle Joining JoiningRetry Joined Leaving Ended Failed	
VoiceControlPath	Publish Subscribe Join	
VolumetricAudio	Disabled Automatic Enabled	Controls how the engine renders volumetric audio effects.
VRComfortSetting	Comfort Normal Expert Custom	
VRControllerModelMode	Disabled Transparent	
VRDeviceType	Unknown OculusRift HTCVive ValveIndex OculusQuest	
VRLaserPointerMode	Disabled Pointer DualPointer	
VRSafetyBubbleMode	NoOne OnlyFriends Anyone	
VRScaling	World Off	
VRSessionState	Undefined Idle Visible Focused Stopping	
VRTouchpad	Left Right	Used to universally identify a VR touchpad that is used by either the left, or right hand.
VRTouchpadMode	Touch VirtualThumbstick ABXY	Used to identify the behavior of a specified VR touchpad.
WaterDirection	NegX X NegY Y NegZ Z	This Enum was once used to set the direction of `Class.Terrain` water.
WaterForce	None Small Medium Strong Max	The WaterForce Enum is used to work with `Class.Terrain` water cells.
WebSocketState	Connecting Open Closing Closed	
WebStreamClientState	Connecting Open Error Closed	WebStreamClientState indicates the current state of a WebStreamClient object.
WebStreamClientType	SSE RawStream WebSocket	Specifies what type of streaming to use when creating a `Class.WebStreamClient`.
WeldConstraintPreserve	All None Touching	
WhenUserFirstPlayed	Unknown Days0To30 Days31To90 Days91To180 Days181To365 Days366Plus	Describes when a player first played the current experience, represented as a bucket.
WhisperChatPrivacyMode	AllUsers NoOne	
WrapLayerAutoSkin	Disabled EnabledPreserve EnabledOverride	
WrapLayerDebugMode	None BoundCage LayerCage BoundCageAndLinks Reference Rbf OuterCage ReferenceMeshAfterMorph HSROuterDetail HSROuter HSRInner HSRInnerReverse LayerCageFittedToBase LayerCageFittedToPrev PreWrapDeformerOuterCage SkinningTransfer	The Studio-only property for quickly visualizing and debugging meshes with inner cage and outer cages.
WrapTargetDebugMode	None TargetCageOriginal TargetCageCompressed TargetCageInterface TargetLayerCageOriginal TargetLayerCageCompressed TargetLayerInterface Rbf OuterCageDetail PreWrapDeformerCage	The Studio-only property for quickly visualizing and debugging meshes with only outer cages.
ZIndexBehavior	Global Sibling	Used by `Class.LayerCollector.ZIndexBehavior` to control how the `Class.GuiObject.ZIndex` property behaves for descendants.
